NumEvents,5
Best Single,14.461,Connie Miller,Best AO5,21.381,Cadie Ross,"[22.383, 22.555, 19.213, 18.945, 22.547]"
First Name,Last Name,Age,Expected Time,Consistency,Best Placing,AVG Placing,Wins,Podiums,Best Single,Best AO5,Best AO5 Times
Oscar,Campbell,19,32.914,4.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam,Alexander,28,31.617,3.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heather,Thomas,30,34.208,4.77,134,163.4,0,0,27.57,32.776,"[32.624, 36.315, 42.444, 27.57, 29.39]"
Jessica,Murphy,20,34.391,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rubie,Johnson,26,31.813,4.22,352,352.0,0,0,27.976,33.773,"[34.835, 27.976, 33.423, 34.353, 33.543]"
Sydney,Perkins,19,32.098,4.34,244,244,0,0,26.645,32.228,"[28.622, 26.645, 35.061, 33.308, 34.753]"
Edith,Alexander,27,32.135,4.51,254,254.0,0,0,20.891,32.027,"[36.497, 29.923, 29.662, 'DNF', 20.891]"
Daisy,Taylor,27,32.586,4.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Roland,Allen,23,32.41,4.84,278,278.0,0,0,23.884,32.419,"[29.907, 40.859, 'DNF', 26.492, 23.884]"
Oscar,Douglas,20,30.805,4.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sofia,Riley,29,34.969,4.12,455,455,0,0,30.459,36.623,"[33.732, 30.459, 44.231, 38.876, 37.26]"
Aiden,Taylor,29,35.735,5.04,243,243.0,N/A,N/A,31.325,38.409,"[46.184, 32.247, 'DNF', 36.797, 31.325]"
Briony,Craig,20,33.734,4.62,109,336.25,0,0,30.009,32.65,"[30.729, 'DNF', 34.844, 30.009, 32.378]"
Arthur,Hall,21,30.39,3.76,183,183.0,0,0,27.845,31.009,"[31.109, 'DNF', 29.56, 27.845, 32.358]"
Agata,Moore,21,31.742,3.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Julia,Bennett,29,28.852,4.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alberta,Perry,26,32.067,4.88,131,131.0,0,0,26.554,33.565,"[26.554, 32.081, 37.932, 31.117, 37.498]"
Lydia,Morgan,26,32.422,4.26,73,73.0,0,0,26.136,32.624,"[33.519, 35.182, 26.136, 31.69, 32.663]"
Chester,Perry,20,30.422,3.92,180,180,0,0,24.234,31.183,"[33.748, 24.234, 29.629, 30.171, 37.335]"
Adrian,Anderson,23,32.49,4.49,468,479.2,0,0,26.733,37.18,"[26.733, 40.577, 38.27, 'DNF', 32.692]"
Brooke,Mason,30,34.195,4.17,174,174.0,0,0,30.974,35.367,"[35.707, 34.753, 35.641, 36.396, 30.974]"
Owen,Holmes,23,31.103,4.55,108,114.25,0,0,24.36,31.642,"[28.768, 31.009, 35.15, 28.292, 38.913]"
Lyndon,Elliott,20,29.77,4.36,333,333,0,0,27.889,33.646,"[27.889, 35.687, 31.561, 34.388, 34.988]"
Sarah,Gray,25,32.6,3.72,166,166.0,0,0,27.588,30.856,"[29.036, 29.973, 39.774, 33.559, 27.588]"
Daryl,Barrett,27,33.732,4.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George,Payne,26,31.26,3.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Briony,Howard,20,34.595,4.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adelaide,Lloyd,18,31.774,3.81,83,83,0,0,27.566,29.47,"[34.866, 27.566, 31.34, 27.676, 29.394]"
Charlie,Cameron,24,31.997,4.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Owen,Casey,30,32.583,4.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam,Andrews,26,30.503,4.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlotte,Cooper,26,30.447,3.31,141,165.0,0,0,24.57,30.632,"[25.596, 30.268, 29.266, 32.397, 32.363]"
Fenton,Ellis,28,30.909,3.7,359,359.0,0,0,26.994,33.884,"[31.029, 36.896, 26.994, 36.641, 33.982]"
Steven,Lloyd,25,31.785,4.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bruce,Parker,29,29.815,4.02,52,52.0,0,0,20.21,28.371,"[27.941, 30.317, 26.856, 20.21, 33.347]"
Martin,Perkins,24,32.822,4.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Justin,Carter,27,31.946,4.54,104,119.4,0,0,20.902,29.725,"[30.153, 27.841, 31.182, 20.902, 35.49]"
Arianna,Walker,25,32.19,3.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Florrie,Montgomery,20,30.985,4.38,96,96,0,0,23.767,29.739,"[27.098, 26.007, 23.767, 'DNF', 36.112]"
Lucas,Douglas,20,31.079,3.62,11,60.6,0,0,23.389,28.233,"[30.305, 25.222, 30.077, 26.061, 28.562]"
Andrew,Casey,28,30.312,4.19,84,84,0,0,27.776,29.483,"[27.776, 29.301, 31.047, 35.45, 28.102]"
Jasmine,Barrett,19,33.907,4.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Naomi,Cole,18,33.617,4.33,152,152.0,N/A,N/A,29.03,32.931,"[38.637, 33.184, 36.012, 29.597, 29.03]"
Darcy,Payne,18,32.064,4.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lydia,Crawford,23,31.792,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Roman,Stevens,21,31.924,4.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elian,Kelley,29,29.924,5.0,293,293.0,0,0,23.657,32.656,"[23.657, 32.669, 29.581, 35.719, 'DNF']"
Fiona,Roberts,18,29.766,4.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace,Allen,30,31.934,3.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexander,Murphy,18,32.713,4.22,349,349.0,0,0,30.989,33.739,"[35.582, 31.924, 30.989, 33.711, 38.128]"
Tiana,Myers,24,32.305,4.29,411,411,0,0,25.437,35.2,"[37.141, 25.437, 39.414, 38.927, 29.532]"
Steven,Bennett,30,30.567,4.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elise,Walker,23,34.166,3.35,435,435,0,0,32.691,35.886,"[34.102, 38.114, 35.443, 32.691, 44.03]"
Tara,Perkins,27,33.929,3.63,136,215.0,0,0,30.474,33.331,"[38.022, 33.716, 34.425, 31.851, 30.474]"
Alisa,Adams,24,29.127,4.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adrianna,Foster,20,27.999,4.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Agata,Rogers,22,30.243,4.35,83,83.0,0,0,23.664,31.712,"[23.664, 35.327, 28.189, 31.619, 'DNF']"
Charlotte,Warren,26,33.313,4.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evelyn,Alexander,21,27.595,4.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert,Higgins,29,28.85,5.08,10,13.0,0,0,18.581,27.899,"[29.897, 26.01, 27.589, 26.21, 34.977]"
Harold,Clark,26,31.35,4.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Harold,Cooper,29,32.049,4.46,40,40.0,N/A,N/A,26.498,29.856,"[26.526, 28.944, 32.814, 40.764, 27.81]"
Leonardo,Martin,25,29.882,4.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Connie,Morrison,24,32.334,4.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thomas,Smith,24,31.286,4.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adrianna,Ross,23,31.948,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adelaide,West,30,34.233,4.44,112,112.0,0,0,28.002,34.405,"[39.242, 28.002, 32.266, 31.707, 42.367]"
Ada,Chapman,20,31.605,4.38,72,72.0,0,0,27.116,28.994,"[27.53, 27.116, 'DNF', 30.44, 29.011]"
Rafael,Dixon,18,32.269,4.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Haris,Gibson,20,34.249,4.55,62,62.0,0,0,27.845,29.86,"[27.845, 31.952, 28.031, 33.751, 29.596]"
Arianna,Rogers,22,34.672,4.4,370,370.0,0,0,25.166,34.046,"[25.166, 30.751, 37.31, 34.078, 46.328]"
Mary,Miller,28,32.713,4.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ted,Craig,21,34.472,4.49,159,198.4,0,0,29.617,34.101,"[29.617, 37.812, 35.793, 31.889, 34.62]"
Charlie,Bailey,23,31.452,3.9,188,188.0,0,0,24.442,31.048,"[32.983, 28.053, 32.107, 24.442, 35.154]"
George,Walker,28,31.234,3.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kate,Thomas,27,32.034,4.26,188,188,0,0,29.482,31.297,"[32.014, 38.853, 30.591, 31.285, 29.482]"
Tara,Carter,26,31.946,4.33,148,148.0,0,0,29.011,34.118,"[33.035, 29.011, 37.07, 39.285, 32.248]"
Julia,Henderson,27,34.329,4.49,124,255.54,0,0,25.811,32.821,"[25.811, 34.164, 28.274, 36.026, 'DNF']"
Lana,Wright,27,32.96,4.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Naomi,Moore,25,33.492,3.72,160,160.0,0,0,31.002,34.633,"[38.539, 34.452, 31.002, 38.422, 31.026]"
Penelope,Myers,28,34.036,4.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Freddie,Chapman,21,34.043,4.79,350,350,0,0,32.281,34.023,"[34.466, 35.317, 41.539, 32.287, 32.281]"
Caroline,Lloyd,25,35.446,4.71,155,155.0,0,0,28.462,34.327,"[30.117, 37.272, 37.635, 35.592, 28.462]"
Dale,Bennett,21,32.207,4.65,69,69,0,0,26.982,29.209,"[28.954, 26.982, 30.274, 36.675, 28.398]"
Cherry,Owens,30,30.531,3.94,65,160.5,0,0,28.46,30.304,"[28.46, 30.797, 30.67, 31.91, 29.446]"
Paul,Andrews,18,34.289,4.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Abigail,Owens,23,33.301,4.58,172,275.8,0,0,27.381,35.119,"[27.381, 37.34, 36.435, 33.746, 35.176]"
Alissa,Gray,21,33.179,4.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Haris,Davis,27,33.751,4.28,417,417,0,0,32.93,35.304,"[37.293, 35.518, 35.63, 34.765, 32.93]"
Alford,Lloyd,26,35.231,4.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alan,Reed,20,32.169,3.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rafael,Campbell,23,30.603,4.41,45,45.0,0,0,22.565,27.396,"[22.565, 25.489, 31.365, 29.309, 27.39]"
James,Harris,25,29.108,4.43,26,26.0,0,0,19.253,28.475,"['DNF', 19.253, 29.537, 28.148, 27.741]"
Belinda,Johnson,27,34.076,5.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aida,Howard,29,31.816,4.68,161,295.4,0,0,26.072,30.834,"[32.582, 32.731, 28.807, 28.453, 31.114]"
Gianna,Turner,19,31.246,4.19,209,209,0,0,25.194,31.717,"[34.37, 25.194, 34.237, 31.043, 29.871]"
Rosie,Holmes,19,34.149,3.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Richard,Baker,28,30.138,4.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stuart,Perkins,21,30.63,4.68,165,165.0,0,0,26.988,30.835,"[26.988, 29.76, 33.768, 36.36, 28.976]"
Amelia,Clark,20,30.082,4.87,19,23.0,0,0,18.166,28.099,"[25.467, 28.073, 30.756, 33.209, 25.065]"
Abraham,Clark,30,36.193,3.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ada,Harris,26,31.342,4.38,500,500,0,0,19.359,N/A,N/A
Carl,Johnston,30,29.946,4.33,107,107.0,0,0,28.5,29.746,"[28.5, 32.576, 29.813, 29.516, 29.91]"
Jasmine,Campbell,21,33.365,4.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aldus,Barnes,19,31.271,4.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rafael,Fowler,28,31.575,4.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joyce,Harrison,30,30.299,3.58,90,120.5,0,0,25.884,30.534,"[31.572, 'DNF', 31.889, 26.411, 28.141]"
Walter,Wright,27,33.035,4.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel,Nelson,25,32.076,4.69,372,372,0,0,23.603,34.386,"[39.451, 33.487, 40.995, 23.603, 30.219]"
Aldus,Gray,27,29.447,4.26,43,44.4,0,0,19.736,28.139,"[26.563, 24.451, 29.948, 34.032, 27.906]"
Edward,Brooks,22,31.16,4.41,151,151.0,0,0,30.119,34.126,"[30.119, 34.345, 31.304, 43.206, 36.729]"
Maya,Parker,22,33.94,4.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Florrie,Carroll,30,29.956,4.68,216,216,0,0,19.553,31.782,"[28.381, 33.559, 38.458, 19.553, 33.406]"
Kelsey,Thomas,29,34.293,4.31,326,326,0,0,30.813,33.56,"['DNF', 30.813, 34.735, 34.854, 31.092]"
David,Johnston,25,28.737,4.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oscar,Andrews,30,32.324,4.77,207,207.0,N/A,N/A,28.386,34.981,"[28.386, 30.158, 36.663, 38.123, 40.39]"
Arnold,Lloyd,30,27.729,4.59,20,23.2,0,0,16.544,26.227,"[16.544, 23.671, 31.115, 29.836, 25.174]"
Justin,Bailey,18,31.445,3.92,393,393,0,0,29.595,34.851,"[37.755, 29.595, 34.918, 34.03, 35.605]"
Michelle,Carter,20,33.162,4.15,278,278,0,0,25.137,32.726,"[30.449, 31.696, 25.137, 36.033, 42.523]"
Alexander,Chapman,27,30.602,4.97,25,51.0,0,0,20.87,28.308,"[24.322, 37.063, 20.989, 26.68, 33.922]"
Dexter,Evans,27,33.24,4.49,400,400,0,0,31.027,34.953,"[31.027, 37.857, 37.141, 35.13, 32.587]"
Chloe,Lloyd,22,31.217,3.5,227,227.0,0,0,23.678,31.554,"[32.097, 23.678, 31.265, 31.3, 36.022]"
Anna,Hall,19,30.563,4.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adele,Hall,21,28.285,4.74,56,56.0,0,0,19.267,28.641,"[32.821, 26.414, 26.689, 34.724, 25.069]"
Olivia,Richardson,19,31.544,5.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Preston,Brooks,21,32.031,3.64,16,16.0,0,0,21.337,26.626,"[23.885, 27.198, 24.18, 28.501, 34.615]"
Kelvin,Hill,20,29.745,4.58,5,23.75,0,0,19.963,26.335,"[19.963, 23.966, 35.65, 22.3, 32.738]"
Arianna,Hawkins,28,30.393,4.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charlie,Wright,18,31.599,3.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rosie,Gibson,19,29.296,4.22,121,156.0,0,0,25.304,31.107,"[29.793, 29.025, 32.246, 31.281, 35.401]"
James,Cooper,28,29.843,4.29,47,47,0,0,21.514,26.912,"[25.387, 27.363, 21.514, 30.089, 27.985]"
Adison,Turner,21,35.835,4.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adison,Craig,19,31.71,4.34,195,195.0,0,0,26.495,31.146,"[32.065, 33.232, 29.413, 31.96, 26.495]"
Camila,Brooks,29,31.508,3.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sophia,Riley,19,31.255,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antony,Adams,28,32.807,4.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gianna,Wright,19,30.248,3.91,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Myra,Gray,25,33.091,4.62,194,236.0,0,0,30.445,34.305,"[38.988, 39.826, 32.595, 30.445, 31.331]"
Preston,Perkins,21,33.694,4.7,146,213.6,0,0,31.728,37.835,"[31.728, 40.537, 33.701, 39.266, 'DNF']"
Mary,Hawkins,30,34.193,4.27,45,81.0,0,0,25.925,28.173,"[26.974, 35.181, 27.706, 29.839, 25.925]"
Max,Richards,21,34.264,4.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Walter,Spencer,20,31.393,4.94,56,62.4,0,0,20.521,28.435,"[27.093, 27.438, 30.774, 20.521, 34.367]"
Kellan,Farrell,27,30.13,4.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan,Davis,20,32.316,4.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Violet,Murphy,26,30.0,4.84,7,11.0,0,0,21.72,26.84,"[24.073, 29.777, 22.153, 26.671, 30.214]"
Tyler,Scott,25,32.904,4.78,90,90.0,0,0,29.927,33.296,"[31.954, 33.646, 34.287, 34.91, 29.927]"
Elian,Carter,19,35.265,5.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stuart,Morris,19,31.768,4.08,324,324,0,0,26.164,33.511,"[26.164, 38.932, 32.81, 33.784, 33.939]"
Maria,Owens,18,32.862,4.38,144,144,0,0,23.66,30.696,"[23.66, 29.068, 30.004, 33.579, 33.015]"
Sydney,Fowler,24,31.387,4.43,426,426,0,0,33.568,35.53,"[33.568, 34.117, 37.354, 35.12, 37.931]"
Max,Armstrong,21,30.117,4.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elise,Gray,20,32.642,4.28,207,207,0,0,23.349,31.68,"[29.712, 38.543, 33.208, 32.121, 23.349]"
Elian,Murray,23,33.252,4.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brooke,Wells,27,32.819,4.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alan,Moore,29,30.197,3.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frederick,Carroll,25,31.651,3.35,100,126.5,0,0,28.601,30.548,"[28.614, 33.364, 34.476, 29.665, 28.601]"
Martin,Payne,30,30.532,3.63,104,106.2,0,0,23.38,30.107,"[23.38, 27.095, 30.383, 36.543, 32.842]"
Eddy,Stevens,19,33.218,4.14,238,238.0,0,0,24.112,31.781,"[32.77, 32.416, 30.157, 24.112, 40.98]"
Aida,Bennett,22,35.568,4.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vincent,Watson,18,34.051,4.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Savana,Murphy,20,33.706,4.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George,Ryan,19,30.083,4.84,211,211.0,0,0,23.678,31.316,"[23.678, 36.789, 30.47, 30.261, 33.216]"
Brad,Myers,21,30.849,4.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lilianna,Payne,22,32.919,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elian,Holmes,18,33.86,4.35,119,220.33,0,0,30.88,32.293,"[31.783, 30.88, 34.067, 31.03, 35.389]"
Michael,Spencer,23,32.194,3.44,87,87.0,0,0,31.837,33.139,"[32.116, 'DNF', 34.079, 31.837, 33.223]"
Chester,Cole,19,31.388,4.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spike,Thomas,19,31.187,4.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kellan,Fowler,30,34.546,4.52,193,361.0,0,0,26.77,35.23,"[42.327, 31.025, 31.509, 'DNF', 31.853]"
Carl,Harrison,23,29.61,4.56,8,8,0,0,17.193,27.036,"[23.917, 26.013, 31.177, 33.6, 23.755]"
Owen,Fowler,19,32.32,3.84,291,291.0,0,0,30.771,32.608,"[39.468, 31.264, 35.636, 30.771, 30.923]"
Rafael,Evans,21,34.51,4.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paige,Clark,25,32.406,4.11,42,73.6,0,0,26.379,29.143,"[32.804, 26.913, 29.442, 30.956, 27.03]"
Naomi,Carroll,29,30.796,4.1,43,43.0,N/A,N/A,20.643,30.056,"[35.965, 30.958, 26.468, 22.854, 32.742]"
Rosie,Miller,23,27.656,3.85,12,12.0,0,0,20.93,25.879,"[31.888, 25.785, 26.66, 25.191, 22.9]"
Samantha,Cunningham,20,31.809,4.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alford,Reed,23,33.288,3.69,341,377.8,0,0,28.637,33.771,"[36.286, 32.974, 31.357, 35.296, 33.042]"
Lucy,Hall,25,26.78,4.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maximilian,Baker,22,28.0,4.94,17,17.0,0,0,23.348,27.152,"[29.056, 26.694, 23.348, 34.318, 25.706]"
John,Warren,23,29.889,4.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edward,Carroll,18,29.8,5.03,66,66,0,0,21.6,29.148,"[27.7, 32.503, 35.19, 21.6, 27.242]"
Tony,Williams,25,31.823,4.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ashton,Moore,26,27.9,4.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brooke,Lloyd,24,29.246,4.45,5,27.2,0,0,19.876,26.065,"[33.707, 23.442, 23.119, 31.635, 22.357]"
Justin,Adams,22,29.815,4.75,134,134.0,0,0,24.7,30.241,"[24.7, 31.625, 33.015, 27.942, 31.155]"
William,Rogers,24,33.389,4.92,116,290.67,0,0,27.761,34.285,"[36.992, 27.761, 30.887, 34.975, 39.727]"
Anna,Turner,19,29.803,4.3,226,226,0,0,25.91,31.95,"[38.016, 25.91, 26.515, 'DNF', 31.319]"
Ted,Morris,21,29.188,4.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Briony,Jones,26,31.803,4.56,31,31,0,0,25.539,27.743,"[29.663, 25.539, 31.242, 25.76, 27.805]"
Kelvin,Morrison,23,32.224,4.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antony,Harris,22,32.028,4.68,357,357,0,0,28.716,34.129,"[34.431, 28.716, 29.182, 38.773, 41.026]"
Kelvin,Clark,29,30.508,5.4,372,372.0,0,0,31.398,34.079,"['DNF', 31.398, 35.311, 32.842, 34.083]"
Charlie,Elliott,25,32.266,4.27,353,353,0,0,29.415,34.08,"[34.748, 35.459, 29.415, 'DNF', 32.032]"
Aiden,Bailey,25,28.215,4.36,261,261.0,0,0,26.711,32.113,"[31.567, 35.083, 33.031, 31.74, 26.711]"
Charlie,Hill,20,30.686,4.57,48,48,0,0,22.813,28.415,"[23.92, 25.226, 32.518, 27.5, 37.726]"
Rafael,Morris,26,32.236,4.08,98,98,0,0,24.354,29.823,"[32.478, 29.343, 24.354, 28.786, 31.341]"
Sarah,Ross,18,30.822,4.18,81,316.33,0,0,27.472,32.882,"[29.714, 27.472, 34.561, 34.372, 36.817]"
Paige,Warren,22,29.391,4.62,176,176,0,0,24.065,31.143,"[31.367, 34.961, 24.065, 35.807, 27.101]"
Vivian,Dixon,27,32.981,5.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James,Crawford,30,33.68,4.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rubie,Morgan,27,34.547,4.56,409,409,0,0,31.047,35.162,"[38.492, 39.107, 31.047, 31.08, 35.913]"
Oscar,Brown,29,33.625,4.49,348,348.0,0,0,25.695,33.735,"[30.279, 40.427, 33.264, 25.695, 37.662]"
Daisy,Hall,21,29.943,4.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Julia,Ellis,22,32.831,4.0,118,153.6,0,0,29.591,31.886,"[32.043, 32.988, 31.103, 29.966, 32.513]"
Lyndon,Armstrong,27,33.103,3.67,80,241.0,0,0,25.621,30.683,"[38.545, 25.621, 33.339, 27.83, 30.881]"
Henry,Murray,26,31.303,4.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olivia,Phillips,25,33.401,4.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amanda,Cameron,19,34.203,4.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michelle,Murphy,20,33.0,4.19,138,138.0,0,0,27.932,33.74,"[38.19, 27.932, 43.062, 33.677, 29.352]"
Miley,Jones,29,30.402,4.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carl,Montgomery,25,32.748,3.94,312,312.0,0,0,30.529,32.92,"[30.529, 33.634, 37.215, 32.915, 32.212]"
Lucy,Davis,21,31.849,4.82,301,340.6,0,0,20.676,32.789,"[42.577, 35.659, 37.951, 20.676, 24.757]"
Jacob,Chapman,23,31.137,4.95,28,63.2,0,0,22.445,30.088,"[28.877, 'DNF', 24.764, 33.91, 27.478]"
Vanessa,Rogers,20,34.749,4.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ned,Morrison,28,31.532,4.13,280,379.2,0,0,30.531,32.773,"[33.023, 38.077, 34.325, 30.972, 30.531]"
Rebecca,Cunningham,27,31.933,3.86,117,117.0,0,0,26.531,33.002,"[33.208, 35.746, 32.943, 32.855, 26.531]"
Robert,Wilson,27,31.319,4.39,220,267.5,0,0,25.063,32.991,"[31.637, 37.538, 25.063, 38.005, 29.799]"
Catherine,Ellis,29,34.784,4.54,139,173.4,0,0,28.94,33.279,"[47.845, 31.793, 28.94, 36.559, 31.484]"
Justin,Brooks,18,30.694,3.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emily,Harper,22,34.062,4.72,116,116.0,0,0,30.013,32.94,"['DNF', 31.558, 34.775, 30.013, 32.488]"
Alina,Allen,21,29.108,4.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Roman,Anderson,22,34.876,3.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thomas,Martin,21,31.649,4.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexander,Anderson,29,31.755,4.23,66,91.8,0,0,23.416,31.509,"[38.718, 32.188, 32.215, 29.314, 30.124]"
Paige,Cunningham,30,36.107,4.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick,Sullivan,23,33.402,4.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sienna,Hill,24,30.538,4.84,82,82.0,0,0,26.69,32.929,"[37.1, 26.69, 30.178, 31.508, 39.933]"
Alan,Ryan,18,33.081,4.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Caroline,Edwards,28,31.057,4.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lily,Morrison,21,31.936,4.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary,Watson,30,31.936,5.04,350,350.0,0,0,23.669,33.763,"[39.354, 23.669, 31.493, 30.442, 45.22]"
Melissa,Foster,25,31.509,4.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arianna,Howard,19,31.515,4.13,29,29.0,N/A,N/A,22.162,26.138,"[25.088, 28.945, 24.381, 22.162, 33.921]"
April,Allen,21,28.375,4.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Annabella,Hill,29,31.227,4.92,129,129,0,0,22.675,30.436,"[28.979, 30.249, 32.079, 22.675, 33.575]"
Edwin,Morrison,28,31.536,5.26,402,402,0,0,26.254,35.003,"[38.17, 26.254, 42.356, 27.875, 38.965]"
Albert,Ellis,29,34.312,4.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary,Martin,23,31.644,4.21,202,204.2,0,0,27.864,31.205,"[30.043, 30.91, 32.661, 36.66, 27.864]"
Edgar,Foster,30,31.925,4.3,145,145.0,0,0,25.314,30.446,"[25.314, 30.59, 'DNF', 30.947, 29.802]"
Dominik,Brown,19,31.34,4.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul,Wilson,22,31.596,4.12,327,425.4,0,0,32.472,33.566,"[33.58, 33.399, 32.472, 33.787, 33.72]"
Walter,Russell,24,32.146,4.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
