exp_score,25.0,2.0
consistency,2.0,0.25
First Name,Last Name,Age,Expected Time,Consistency,Best Placing,AVG Placing,Num Events,Championships,Wins,Podiums,World Records,Season Finishes,Best Single,Best AO5,Best AO5 Times
David,Reeves,20,28.04,1.98,307,374.5,12,0,0,0,0,N/A,22.92,26.46,"[27.06, 26.31, 25.05, 29.69, 26.02]"
Bill,Meadows,23,21.08,1.9,6,28.5,21,0,0,0,1,N/A,14.36,19.24,"[18.77, 17.76, 20.15, 20.08, 18.87]"
Cynthia,Hartman,30,24.59,1.76,99,233.5,12,0,0,0,0,N/A,20.43,23.59,"[25.44, 22.49, 23.74, 24.54, 20.43]"
Heather,Soto,28,23.07,1.9,51,124.5,14,0,0,0,0,N/A,18.38,20.91,"[23.38, 22.64, 18.38, 19.74, 20.34]"
Tanya,Lee,31,18.96,2.31,1,10.1,22,0,4,11,52,N/A,12.28,16.09,"[17.26, 15.64, 19.9, 15.36, 14.59]"
Brandon,Rodriguez,23,25.62,1.41,205,287.4,12,0,0,0,0,N/A,23.36,24.87,"[25.25, 26.66, 24.48, 24.87, 24.25]"
Rebekah,Williams,27,24.26,2.06,100,203.2,12,0,0,0,0,N/A,18.57,23.01,"[24.89, 26.11, 23.77, 20.37, 19.83]"
Justin,Anderson,30,27.28,1.78,290,349.0,12,0,0,0,0,N/A,23.57,25.95,"[25.18, 26.19, 25.7, 25.95, 27.31]"
Melissa,Turner,26,25.46,2.08,170,272.8,12,0,0,0,0,N/A,19.42,23.94,"[24.86, 22.56, 26.64, 19.72, 24.4]"
Maria,Turner,32,22.32,2.26,21,55.0,8,0,0,0,0,N/A,17.86,20.06,"[23.88, 18.97, 17.98, 19.93, 21.28]"
Evan,Elliott,32,27.03,2.04,302,354.0,6,0,0,0,0,N/A,23.05,26.34,"[24.94, 27.6, 25.78, 32.34, 25.65]"
Cynthia,Moyer,31,27.05,2.32,266,364.1,12,0,0,0,0,N/A,22.4,25.81,"[27.03, 22.53, 24.44, 25.96, 28.44]"
Rebecca,Williams,28,26.74,1.27,299,336.9,12,0,0,0,0,N/A,24.06,26.28,"[27.01, 27.52, 25.81, 24.9, 26.02]"
David,Heath,27,20.74,1.77,4,18.2,22,0,0,0,0,N/A,16.38,19.21,"[21.8, 18.05, 19.44, 16.99, 20.15]"
Dustin,Vega,20,30.3,1.45,399,404.3,12,0,0,0,0,N/A,28.05,30.35,"[30.31, 31.24, 29.42, 32.19, 29.51]"
Heather,Manning,28,24.01,2.18,93,194.9,12,0,0,0,0,N/A,19.75,22.97,"[25.81, 20.38, 21.38, 24.22, 23.32]"
Corey,Smith,30,24.15,1.47,82,192.7,12,0,0,0,0,N/A,21.62,22.77,"[23.71, 21.89, 26.08, 22.7, 21.91]"
Natasha,Williams,24,24.77,1.82,187,287.8,12,0,0,0,0,N/A,21.72,24.39,"[25.05, 23.32, 22.61, 26.54, 24.81]"
Shelby,Contreras,29,23.1,1.86,85,171.2,12,0,0,0,0,N/A,18.03,22.69,"[24.14, 22.14, 21.8, 27.18, 18.03]"
Christina,Kelly,32,23.02,1.59,77,146.8,6,0,0,0,0,N/A,20.32,22.95,"[22.98, 23.97, 25.76, 21.91, 20.32]"
Jeffery,Solis,25,27.41,1.8,346,372.3,12,0,0,0,0,N/A,24.14,26.87,"[26.68, 31.64, 24.84, 26.92, 27.01]"
Kimberly,Graves,22,25.91,1.66,163,288.5,12,0,0,0,0,N/A,21.51,24.06,"[23.76, 24.65, 26.05, 23.78, 23.75]"
Kimberly,Roberts,30,26.09,1.91,223,311.5,12,0,0,0,0,N/A,21.91,24.86,"[24.92, 23.26, 22.84, 28.39, 26.39]"
Lynn,Cohen,26,23.0,2.08,50,130.2,14,0,0,0,0,N/A,17.59,21.38,"[17.59, 21.58, 24.45, 22.99, 19.57]"
Gerald,Nelson,32,24.94,2.08,199,274.5,6,0,0,0,0,N/A,22.67,24.88,"[23.75, 26.54, 25.72, 22.89, 25.17]"
Ashley,Hamilton,27,24.69,1.75,59,198.7,12,0,0,0,0,N/A,19.92,22.34,"[19.92, 25.24, 23.16, 21.47, 22.38]"
Kimberly,Sawyer,24,25.17,1.83,153,262.1,12,0,0,0,0,N/A,20.63,24.08,"[24.46, 23.51, 24.49, 23.86, 23.92]"
Mary,Holt,26,24.02,1.97,112,180.1,12,0,0,0,0,N/A,18.74,22.89,"[24.59, 20.36, 20.56, 23.51, 25.0]"
John,Tran,20,24.03,2.21,86,189.6,12,0,0,0,0,N/A,18.91,22.0,"[21.79, 26.37, 21.21, 23.01, 19.74]"
Nicole,Young,20,22.05,1.58,19,76.7,16,0,0,0,0,N/A,18.01,20.82,"[20.7, 18.91, 22.04, 20.9, 20.85]"
Brittany,Duffy,29,23.19,1.97,38,139.7,14,0,0,0,0,N/A,19.18,21.62,"[21.51, 21.36, 24.96, 21.62, 21.72]"
Eric,Miller,32,23.05,1.93,29,94.5,8,0,0,0,0,N/A,18.35,21.4,"[25.34, 18.64, 21.27, 21.04, 21.88]"
Matthew,Jefferson,20,23.56,1.67,98,187.3,12,0,0,0,0,N/A,20.56,22.74,"[22.44, 25.43, 23.8, 21.97, 20.56]"
Joshua,Obrien,32,24.82,2.52,136,265.2,6,0,0,0,0,N/A,22.0,23.95,"[25.94, 23.77, 22.14, 27.34, 22.0]"
Keith,Henderson,27,23.93,1.84,96,158.5,12,0,0,0,0,N/A,19.01,23.05,"[23.97, 22.04, 25.87, 23.15, 20.7]"
Jason,Martin,27,20.91,1.94,4,29.0,21,0,0,0,1,N/A,14.77,19.23,"[18.86, 19.69, 21.34, 17.47, 19.15]"
Jacob,Garcia,29,20.02,1.92,3,15.3,21,0,0,2,6,N/A,14.14,18.14,"[18.73, 16.86, 21.42, 17.31, 18.38]"
Patricia,Ross,27,23.04,2.08,45,148.6,14,0,0,0,0,N/A,19.01,21.92,"[21.83, 21.13, 21.27, 22.92, 22.66]"
Christopher,White,19,26.21,1.51,211,277.0,6,0,0,0,0,N/A,23.04,24.75,"[26.43, 25.24, 25.32, 23.68, 23.65]"
John,Carter,19,24.07,1.98,90,174.0,6,0,0,0,0,N/A,19.17,22.79,"[25.86, 21.85, 22.57, 23.76, 22.05]"
Tyler,Mcdaniel,19,26.36,2.14,260,300.3,6,0,0,0,0,N/A,23.16,25.47,"[26.0, 26.29, 28.08, 23.91, 24.11]"
Angela,Jordan,19,22.93,2.04,45,118.5,8,0,0,0,0,N/A,18.95,22.23,"[22.58, 22.73, 21.37, 20.08, 26.36]"
Trevor,Benson,19,21.66,1.96,33,44.1,8,0,0,0,0,N/A,16.03,20.18,"[19.11, 19.48, 21.99, 20.16, 20.91]"
Edward,Johnson,19,24.34,1.66,88,208.0,6,0,0,0,0,N/A,21.79,22.8,"[23.47, 21.79, 26.76, 21.88, 23.06]"
James,Martinez,19,23.81,2.52,100,196.0,6,0,0,0,0,N/A,20.89,23.07,"[23.97, 24.37, 20.97, 22.29, 22.96]"
Sandra,Collins,19,23.23,2.57,29,97.1,8,0,0,0,0,N/A,16.19,21.47,"[20.53, 22.5, 20.62, 24.12, 21.29]"
Peter,King,19,21.15,1.79,8,34.7,10,0,0,0,0,N/A,17.31,19.47,"[19.34, 19.93, 19.13, 18.46, 22.0]"
Roger,Smith,19,28.47,2.01,379,390.7,6,0,0,0,0,N/A,26.23,28.0,"[26.53, 29.66, 31.54, 26.23, 27.8]"
Stephen,Moore,19,23.93,2.01,129,191.2,6,0,0,0,0,N/A,20.7,23.61,"[26.89, 23.08, 24.69, 23.06, 22.81]"
Maxwell,Miller,19,24.97,1.68,176,252.8,6,0,0,0,0,N/A,21.52,24.24,"[22.53, 24.49, 28.81, 22.3, 25.7]"
Andre,Collins,19,23.31,2.49,56,153.7,6,0,0,0,0,N/A,17.16,22.5,"[24.53, 21.76, 23.02, 22.71, 21.53]"
Larry,Gomez,19,27.98,2.13,314,366.3,6,0,0,0,0,N/A,21.55,26.32,"[21.55, 29.79, 24.53, 26.4, 28.03]"
James,Cordova,19,22.03,1.8,64,127.0,6,0,0,0,0,N/A,19.69,21.62,"[19.69, 22.6, 23.31, 21.31, 20.95]"
Elizabeth,Strong,19,24.01,2.44,49,148.2,8,0,0,0,0,N/A,16.98,21.39,"[19.88, 26.41, 23.11, 16.98, 21.17]"
Joseph,Clark,19,27.28,2.44,319,348.5,6,0,0,0,0,N/A,23.09,26.26,"[29.5, 27.9, 26.35, 24.53, 23.49]"
Madison,Harris,19,25.6,1.57,231,312.3,6,0,0,0,0,N/A,21.86,24.96,"[24.19, 27.27, 23.66, 26.33, 24.36]"
Julie,Miller,19,26.25,1.99,249,320.5,6,0,0,0,0,N/A,23.31,25.18,"[26.09, 25.59, 24.56, 24.0, 25.38]"
Craig,Smith,19,23.25,2.06,55,132.7,6,0,0,0,0,N/A,20.17,21.29,"[21.8, 23.37, 20.69, 20.17, 21.37]"
Michael,Brown,19,20.16,1.99,9,26.1,10,0,0,0,0,N/A,15.71,19.11,"[19.24, 17.3, 21.2, 15.94, 20.78]"
Stephanie,Robinson,19,25.66,1.89,120,221.3,6,0,0,0,0,N/A,20.47,23.42,"[22.44, 24.16, 23.66, 28.38, 20.47]"
Stacy,Roberson,19,23.08,2.09,43,101.3,8,0,0,0,0,N/A,17.53,21.4,"[20.65, 21.26, 22.28, 23.51, 19.14]"
Gwendolyn,Ford,19,24.08,1.44,89,167.3,6,0,0,0,0,N/A,20.89,23.26,"[24.22, 22.67, 22.88, 20.89, 'DNF']"
Kenneth,White,19,25.93,2.23,256,288.3,6,0,0,0,0,N/A,20.07,25.24,"[25.4, 25.16, 25.16, 31.41, 23.18]"
Samuel,Moore,19,25.03,1.78,248,283.2,6,0,0,0,0,N/A,22.91,25.2,"[26.36, 26.36, 24.44, 23.07, 24.8]"
Joshua,Shields,19,25.23,1.93,122,230.3,6,0,0,0,0,N/A,22.33,23.53,"[23.42, 22.63, 24.55, 22.56, 26.67]"
Carl,Sims,19,29.18,2.25,351,381.2,6,0,0,0,0,N/A,24.43,27.22,"[24.55, 29.0, 28.1, 31.7, 24.43]"
Ryan,Pitts,19,26.83,1.69,331,353.3,6,0,0,0,0,N/A,24.12,26.61,"[25.59, 26.55, 27.7, 24.12, 31.85]"
Bradley,Cross,19,18.5,2.03,1,1.8,11,1,6,10,27,N/A,13.71,15.74,"[14.33, 16.11, 16.05, 19.59, 15.07]"
Sergio,Ortiz,19,27.12,1.75,351,377.5,6,0,0,0,0,N/A,24.48,27.21,"[26.85, 28.19, 26.59, 25.3, 29.82]"
Megan,Harris,19,26.29,1.68,265,328.2,6,0,0,0,0,N/A,22.42,25.35,"[27.2, 23.85, 26.16, 24.61, 25.29]"
Troy,Foster,19,25.91,2.4,311,336.0,6,0,0,0,0,N/A,22.03,26.24,"[24.97, 24.08, 28.75, 26.43, 27.32]"
Eric,Burgess,19,22.66,2.06,62,142.3,6,0,0,0,0,N/A,19.11,22.07,"[22.75, 21.64, 21.82, 24.08, 20.51]"
Paul,Hoffman,19,29.25,2.33,394,401.5,6,0,0,0,0,N/A,24.54,28.73,"[25.97, 27.99, 29.54, 28.65, 30.88]"
Brianna,Gonzalez,19,22.5,2.12,59,116.3,6,0,0,0,1,N/A,17.22,18.25,"[17.39, 18.21, 19.79, 19.14, 17.22]"
Stacey,Matthews,19,21.83,2.07,10,71.3,10,0,0,0,0,N/A,17.94,20.57,"[19.71, 19.96, 20.51, 21.51, 21.24]"
Alexandria,Harris,19,26.16,1.94,283,344.7,6,0,0,0,0,N/A,23.32,25.67,"[27.33, 26.14, 23.53, 27.67, 23.32]"
Tom,Harris,19,25.2,1.72,192,276.3,6,0,0,0,0,N/A,22.55,24.29,"[24.64, 23.22, 24.64, 24.81, 23.59]"
Brittany,Rice,19,23.45,2.09,64,135.7,6,0,0,0,0,N/A,17.93,21.9,"[22.06, 24.31, 19.33, 17.93, 28.14]"
Phyllis,Lopez,18,29.7,2.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawn,Bond,18,23.02,1.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ryan,Hernandez,18,21.12,1.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert,Harrison,18,28.28,2.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laura,Miller,18,22.44,1.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Timothy,Garcia,18,25.07,1.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Craig,Romero,18,27.29,2.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beth,Blankenship,18,24.9,2.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tracey,Bean,18,23.25,1.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angela,Robinson,18,24.13,2.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenneth,Richmond,18,23.97,2.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Richard,Hughes,18,23.02,1.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kathleen,Ferguson,18,28.78,2.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deborah,Edwards,18,22.5,2.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Toni,Miranda,18,27.97,2.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Linda,Gamble,18,26.33,2.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Roberta,Hodges,18,24.67,2.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Christine,Ward,18,23.73,1.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carrie,Jones,18,24.08,2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert,Zamora,18,21.74,1.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dylan,Hoffman,18,26.07,1.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sarah,Salazar,18,24.29,1.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George,Gray,18,29.04,1.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
April,Roberts,18,24.5,2.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Raymond,Bray,18,24.43,2.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gary,Morse,18,24.24,2.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sara,Lynch,18,27.17,2.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derek,Carter,18,26.47,2.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jessica,Sullivan,18,25.03,1.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Christopher,Prince,18,24.27,2.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maria,Mcgee,18,23.98,1.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sarah,Lang,18,27.32,2.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victoria,Pacheco,18,26.0,1.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthony,Johnson,18,26.16,1.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
William,Johnson,18,24.42,1.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Theresa,English,18,22.2,2.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emily,Jones,18,25.93,1.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert,Terry,18,21.6,1.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matthew,Rubio,18,22.03,1.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David,Kelly,18,24.19,2.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
